taxon,18S,atpB,ndhF,trnL-trnF,
Polyctenium_fremontii,,,DQ288816.1,JX146116.1,
Polygala_cornuta,,,,GQ888811.1,
Polygala_californica,,,,GQ888807.1,
Polygala_acanthoclada,,,,GQ888793.1,
Polygala_heterorhyncha,,,,GQ888826.1,
Polygala_intermontana,,,,GQ888833.1,
Polygala_subspinosa,,,,AF366978.1,
Polygonum_austiniae,,,,,
Polygonum_bidwelliae,,,,,
Polygonum_bolanderi,,,,,
Polygonum_californicum,,,,,
Polygonum_douglasii,,,,,
Polygonum_hickmanii,,,,,
Polygonum_majus,,,,,
Polygonum_marinense,,,,,
Polygonum_minimum,,,,,
Polygonum_paronychia,,,,,
Polygonum_parryi,,,,,
Polygonum_polygaloides,,,,,
Polygonum_ramosissimum,,,,,
Polygonum_sawatchense,,,,,
Polygonum_shastense,,,,,
Polygonum_spergulariiforme,,,,,
Polypodium_californicum,,,,AF159189.1,
Polypodium_calirhiza,,,,,
Polypodium_glycyrrhiza,,AY459518.1,,GU476671.1,
Polypodium_hesperium,,EU352282.1,EU349603.1,,
Polypodium_scouleri,,,,FJ825678.1,
Polystichum_californicum,,,,,
Polystichum_dudleyi,,,,EF177291.1,
Polystichum_imbricans,,,,EF177313.1,
Polystichum_kruckebergii,,,,,
Polystichum_lemmonii,,EF463437.1,,EF177280.1,
Polystichum_lonchitis,,,,AY736354.1,
Polystichum_munitum,,EF463438.1,,EF177315.1,
Polystichum_scopulinum,,,,KC878860.1,
Populus_tremuloides,AF206999.1,AF209658.1,AY757172.1,AY757054.1,
Populus_angustifolia,,,,,
Populus_fremontii,,,,,
Populus_trichocarpa,,,,,
Porophyllum_gracile,,,KJ525161.1,,
Porterella_carnosula,,,,,
Portulaca_halimoides,,,JF508699.1,,
Potamogeton_alpinus,,AB250110.1,,DQ786423.1,
Potamogeton_amplifolius,,,,DQ786424.1,
Potamogeton_gramineus,,AB250115.1,,EF432100.1,
Potamogeton_illinoensis,,,,DQ786432.1,
Potamogeton_natans,,AB250113.1,,AB744018.1,
Potamogeton_nodosus,,,,DQ786435.1,
Potamogeton_praelongus,,AB250118.1,,EF432082.1,
Potamogeton_richardsonii,,,,DQ786441.1,
Potamogeton_robbinsii,,,,DQ786442.1,
Potamogeton_berchtoldii,DQ007410.1,AF197600.1,,AY714274.1,
Potamogeton_diversifolius,,,,DQ786427.1,
Potamogeton_epihydrus,,,,,
Potamogeton_foliosus,,,,AY714282.1,
Potamogeton_pusillus,,AB250124.1,,AY714278.1,
Potamogeton_zosteriformis,,,,,
Potentilla_biennis,,,,FR872938.1,
Potentilla_anserina,,,,AF348556.1,
Potentilla_basaltica,,,,,
Potentilla_breweri,,,,FR872986.1,
Potentilla_bruceae,,,,GQ384751.1,
Potentilla_concinna,,,,GQ384749.1,
Potentilla_cristae,,,,GQ384745.1,
Potentilla_drummondii,,,,FN556403.1,
Potentilla_flabellifolia,,,,FN556406.1,
Potentilla_glaucophylla,,,,GQ384714.1,
Potentilla_gracilis,,,,FR873002.1,
Potentilla_grayi,,,,,
Potentilla_hickmanii,,,,,
Potentilla_jepsonii,,,,GQ384772.1,
Potentilla_millefolia,,,,FR872970.1,
Potentilla_morefieldii,,,,FR872962.1,
Potentilla_multijuga,,,,,
Potentilla_newberryi,,,,FR872993.1,
Potentilla_pensylvanica,,,,FN556416.1,
Potentilla_pseudosericea,,,,,
Potentilla_pulcherrima,,,,GQ384757.1,
Potentilla_rimicola,,,,,
Potentilla_rivalis,,,,FR872992.1,
Potentilla_uliginosa,,,,,
Potentilla_wheeleri,,,,FR872973.1,
Poteridium_annuum,,,,AY634766.1,
Sanguisorba_annua,,,,AY634766.1,
Prenanthella_exigua,,,,,
Primula_suffrutescens,,,,AY647725.1,
Primula_clevelandii,,,,AY647680.1,
Primula_conjugens,,,,AY647684.1,
Primula_fragrans,,,,AY647692.1,
Primula_hendersonii,,,,AY647679.1,
Primula_jeffreyi,,,,AY647689.1,
Primula_pauciflora,,,,AY647695.1,
Primula_subalpina,,,,,
Primula_tetrandra,,,,AY647691.1,
Proboscidea_althaeifolia,,,,,
Prosartes_hookeri,,,,,
Prosartes_parvifolia,,,,,
Prosartes_smithii,,,AY225002.1,,
Prosopis_glandulosa,,,,,
Prosopis_pubescens,,,,,
Prunella_vulgaris,,,,DQ667508.1,
Prunus_andersonii,,,EU669151.1,AF318688.1,
Prunus_emarginata,,,,AF318670.1,
Prunus_eremophila,,,,JX414447.1,
Prunus_fasciculata,,,EU669153.1,JX414446.1,
Prunus_fremontii,,,EU669152.1,AF318706.1,
Prunus_ilicifolia,X66772.1,,EU669133.1,AF318696.1,
Prunus_subcordata,,,,AF318698.1,
Prunus_virginiana,DQ886377.1,,DQ826291.1,AF348561.1,
Psathyrotes_annua,,KJ434435.1,AF384770.3,AY216225.1,
Psathyrotes_ramosissima,,,,,
Pseudognaphalium_beneolens,,,,,
Pseudognaphalium_biolettii,,,,,
Pseudognaphalium_californicum,,,HM445676.1,HM364545.1,
Pseudognaphalium_canescens,,,,,
Pseudognaphalium_leucocephalum,,,,,
Pseudognaphalium_macounii,,,,,
Pseudognaphalium_microcephalum,,,,,
Pseudognaphalium_ramosissimum,,,,,
Pseudognaphalium_roseum,,,,,
Pseudognaphalium_stramineum,,,,,
Pseudognaphalium_thermale,,,,,
Pseudorontium_cyathiferum,,,JN848493.1,,
Pseudostellaria_jamesiana,,,,FJ405010.1,
Pseudostellaria_sierrae,,,,,
Pseudotrillium_rivale,,KM242724.1,KM242871.1,HG475380.1,
Pseudotsuga_macrocarpa,,,,,
Pseudotsuga_menziesii,AB026941.1,AY664826.1,,,
Psilocarphus_brevissimus,,,,FN645802.1,
Psilocarphus_chilensis,,,,,
Psilocarphus_elatior,,,,,
Psilocarphus_oregonus,,,,,
Psilocarphus_tenellus,,,,,
Psilostrophe_cooperi,,,,,
Psorothamnus_arborescens,,,,,
Psorothamnus_fremontii,,,,,
Psorothamnus_schottii,,,,,
Psorothamnus_spinosus,,,,,
Psorothamnus_emoryi,,,,,
Psorothamnus_polydenius,,,,,
Ptelea_crenulata,,,,,
Pteridium_aquilinum,U18628.1,U93835.2,,AY300044.1,
Pterospora_andromedea,U59943.1,,,KC170097.1,
Puccinellia_howellii,,,,,
Puccinellia_lemmonii,,,,,
Puccinellia_nutkaensis,,,,,
Puccinellia_nuttalliana,,,,,
Puccinellia_parishii,,,,,
Puccinellia_pumila,,,,,
Puccinellia_simplex,,,,,
Purshia_stansburyana,,,,,
Purshia_tridentata,DQ886378.1,,,AF348562.1,
Pycnanthemum_californicum,,,,,
Pyrola_asarifolia,,,,FJ378611.1,
Pyrola_chlorantha,,,,FJ378615.1,
Pyrola_minor,,,,FJ357290.1,
Pyrola_picta,U59936.1,,,FJ378608.1,
Pyrrocoma_apargioides,,,,,
Pyrrocoma_carthamoides,,,,,
Pyrrocoma_hirta,,,,,
Pyrrocoma_lanceolata,,,,,
Pyrrocoma_lucida,,,,,
Pyrrocoma_racemosa,,,,,
Pyrrocoma_uniflora,,,,,
Quercus_cedrosensis,,,,,
Quercus_chrysolepis,,,,KF419047.1,
Quercus_palmeri,,,,,
Quercus_tomentella,,,FJ185087.1,KF419051.1,
Quercus_vacciniifolia,,,,,
Quercus_agrifolia,,,,,
Quercus_kelloggii,,,,,
Quercus_parvula,,,,,
Quercus_wislizeni,,,,,
Quercus_berberidifolia,,,,,
Quercus_cornelius-mulleri,,,,,
Quercus_douglasii,,,,,
Quercus_dumosa,,,,,
Quercus_durata,,,,,
Quercus_engelmannii,,,,,
Quercus_garryana,,AY042496.1,,,
Quercus_john-tuckeri,,,,,
Quercus_lobata,KM200963.1,AY042498.1,,,
Quercus_pacifica,,,,,
Quercus_sadleriana,,AY042497.1,,,
Quercus_turbinella,,,,,
Rafinesquia_californica,,,,,
Rafinesquia_neomexicana,,,,,
Raillardella_argentea,,,AF384773.3,AY216228.1,
Raillardella_pringlei,,,,,
Raillardella_scaposa,,,,,
Ranunculus_hystriculus,,,,,
Ranunculus_alismifolius,,,,,
Ranunculus_andersonii,,,,,
Ranunculus_aquatilis,,,,,
Ranunculus_bonariensis,,,,,
Ranunculus_californicus,,,,,
Ranunculus_canus,,,,,
Ranunculus_cymbalaria,,EU053883.1,,FJ626544.1,
Ranunculus_eschscholtzii,,,,,
Ranunculus_flabellaris,,,,,
Ranunculus_flammula,,,,,
Ranunculus_glaberrimus,,,,,
Ranunculus_gormanii,,,,,
Ranunculus_hebecarpus,,,,,
Ranunculus_hydrocharoides,,,,,
Ranunculus_lobbii,,,,,
Ranunculus_macounii,,,,,
Ranunculus_occidentalis,,,,,
Ranunculus_orthorhynchus,,,,,
Ranunculus_populago,,,,,
Ranunculus_pusillus,,,,,
Ranunculus_sceleratus,,,,DQ410746.1,
Ranunculus_uncinatus,,,,,
Rhamnus_alnifolia,,,,,
Rhamnus_crocea,,,,AY626415.1,
Rhamnus_ilicifolia,,,,,
Rhamnus_pilosa,,,,,
Rhamnus_pirifolia,,,,,
Rhodiola_integrifolia,,,,KF113809.1,
Rhododendron_columbianum,,,,,
Rhododendron_macrophyllum,,,,AY496914.1,
Rhododendron_occidentale,,,,AY496925.1,
Rhus_aromatica,,,AY643107.1,AY640447.1,
Rhus_integrifolia,,,AY643111.1,AY640451.1,
Rhus_ovata,,,AY643113.1,AY640454.1,
Rhynchospora_alba,,,AM999949.1,AY344174.1,
Rhynchospora_californica,,,,,
Rhynchospora_capitellata,,,,,
Rhynchospora_globularis,,,,,
Ribes_canthariforme,,,,,
Ribes_cereum,,,,,
Ribes_indecorum,,,,,
Ribes_malvaceum,,,,,
Ribes_nevadense,,,,,
Ribes_sanguineum,,,,,
Ribes_viscosissimum,,,,,
Ribes_bracteosum,,,,,
Ribes_hudsonianum,,,,,
Ribes_amarum,,,,,
Ribes_binominatum,,,,,
Ribes_californicum,,,,,
Ribes_divaricatum,,,,,
Ribes_inerme,,,,,
Ribes_lasianthum,,,,,
Ribes_lobbii,,,,,
Ribes_marshallii,,,,,
Ribes_menziesii,,,,,
Ribes_quercetorum,,,,,
Ribes_roezlii,,,,,
Ribes_sericeum,,,,,
Ribes_speciosum,,AJ235583.2,,,
Ribes_thacherianum,,,,,
Ribes_tularense,,,,,
Ribes_velutinum,,,,,
Ribes_victoris,,,,,
Ribes_lacustre,,,,,
Ribes_montigenum,,,,,
Ribes_laxiflorum,,,,,
Ribes_aureum,L28143.1,AF528859.1,EF207477.1,,
Ribes_viburnifolium,,,,,
Robinia_neomexicana,,,,,
Romanzoffia_californica,,,AF047804.1,,
Romanzoffia_sitchensis,,,,,
Romanzoffia_tracyi,,,,,
Romneya_coulteri,,U86395.2,,,
Romneya_trichocalyx,,,,,
Rorippa_columbiae,,,,,
Rorippa_curvipes,,,AF198138.1,AY030266.1,
Rorippa_curvisiliqua,,,,AY030267.1,
Rorippa_palustris,,,,EF426789.1,
Rorippa_sinuata,,,,AY030269.1,
Rorippa_sphaerocarpa,,,,,
Rorippa_subumbellata,,,,,
Rorippa_tenerrima,,,,,
Rosa_bridgesii,,,,DQ778834.1,
Rosa_californica,,,,AF348567.1,
Rosa_gymnocarpa,,,,DQ778855.1,
Rosa_minutifolia,,,,DQ778866.1,
Rosa_nutkana,,,,DQ778874.1,
Rosa_pinetorum,,,,DQ778879.1,
Rosa_pisocarpa,,,,DQ778880.1,
Rosa_spithamea,,,,DQ778887.1,
Rosa_woodsii,,,,DQ778894.1,
Rotala_ramosior,,,,AY905485.1,
Rubus_glaucifolius,,,,,
Rubus_lasiococcus,,,,EF055325.1,
Rubus_leucodermis,,,,,
Rubus_nivalis,,,,EF055331.1,
Rubus_parviflorus,,,U95228.1,,
Rubus_spectabilis,,,U95232.1,EF055347.1,
Rubus_ursinus,,,,AF348568.1,
Rudbeckia_californica,,,,,
Rudbeckia_glaucescens,,,,,
Rudbeckia_klamathensis,,,,,
Rudbeckia_occidentalis,,,,,
Rumex_britannica,,,,,
Rumex_californicus,,,,,
Rumex_crassus,,,,,
Rumex_fueginus,,,,,
Rumex_hymenosepalus,,,,,
Rumex_lacustris,,,,,
Rumex_occidentalis,,,,,
Rumex_paucifolius,,,,AJ889019.1,
Rumex_persicarioides,,,,,
Rumex_salicifolius,,,,,
Rumex_transitorius,,,,,
Rumex_triangulivalvis,,,,,
Rumex_utahensis,,,,,
Rumex_venosus,,,,,
Rumex_violascens,,,,,
Rupertia_hallii,,,,EF543366.1,
Rupertia_physodes,,,,EF543414.1,
Rupertia_rigida,,,,EF543415.1,
Ruppia_cirrhosa,,,,JQ034341.1,
Ruppia_maritima,JN034103.1,HQ901526.1,HQ901550.1,JQ034343.1,
Sagittaria_cuneata,,,,,
Sagittaria_latifolia,,AF239788.1,AY007657.2,,
Sagittaria_longiloba,,,,,
Sagittaria_montevidensis,,,,,
Sagittaria_sanfordii,,,,,
Salicornia_bigelovii,JX446578.1,,,,
Salicornia_depressa,,,,,
Salicornia_pacifica,,,,,
Salicornia_perennis,,,,,
Salicornia_rubra,,,,,
Salix_exigua,,FJ788563.1,,,
Salix_gooddingii,,,,,
Salix_laevigata,,,,,
Salix_lasiandra,,,,,
Salix_bebbiana,,,,,
Salix_boothii,,,,,
Salix_brachycarpa,,,,,
Salix_breweri,,,,,
Salix_delnortensis,,,,,
Salix_drummondiana,,,,,
Salix_eastwoodiae,,,,,
Salix_geyeriana,,,,,
Salix_hookeriana,,,,,
Salix_jepsonii,,,,,
Salix_lasiolepis,,,,,
Salix_lemmonii,,,,,
Salix_ligulifolia,,,,,
Salix_lutea,,,,,
Salix_melanopsis,,,,,
Salix_nivalis,,,,,
Salix_orestera,,,,,
Salix_petrophila,,,,,
Salix_planifolia,,,,,
Salix_prolixa,,,,,
Salix_scouleriana,,,,,
Salix_sitchensis,,,,,
Salix_tracyi,,,,,
Saltugilia_australis,,,,EU628497.1,
Saltugilia_caruifolia,,,,AY997986.1,
Saltugilia_latimeri,,,,AY997989.1,
Saltugilia_splendens,,,,AY998002.1,
Salvia_apiana,,,,DQ667425.1,
Salvia_brandegeei,,,,,
Salvia_carduacea,,,,,
Salvia_clevelandii,,,,AY570473.1,
Salvia_columbariae,,,,AY570475.1,
Salvia_dorrii,,,,DQ667430.1,
Salvia_eremostachya,,,,,
Salvia_funerea,,,,,
Salvia_greatae,,,,AY570481.1,
Salvia_leucophylla,,,,DQ667422.1,
Salvia_mellifera,,,,HQ418981.1,
Salvia_mohavensis,,,,DQ667423.1,
Salvia_munzii,,,,DQ667428.1,
Salvia_pachyphylla,,,,DQ667431.1,
Salvia_sonomensis,,,,DQ667426.1,
Salvia_spathacea,,,,AY570494.1,
Salvia_vaseyi,,,,DQ667429.1,
Sambucus_nigra,,AJ235591.2,,DQ679816.1,
Sambucus_racemosa,,,AF447018.1,DQ679822.1,
Samolus_parviflorus,,,,HQ284053.1,
Sanguisorba_officinalis,,,,AY634774.1,
Sanicula_arctopoides,,,,,
Sanicula_arguta,,,,,
Sanicula_bipinnata,,,,,
Sanicula_crassicaulis,,,,,
Sanicula_laciniata,,,,,
Sanicula_bipinnatifida,,,,,
Sanicula_hoffmannii,,,,,
Sanicula_maritima,,,,,
Sanicula_peckiana,,,,,
Sanicula_graveolens,,,,,
Sanicula_saxatilis,,,,,
Sanicula_tracyi,,,,,
Sanicula_tuberosa,,,,,
Sanvitalia_abertii,,,,,
Sarcobatus_baileyi,,,,,
Sarcobatus_vermiculatus,GQ497586.1,GQ497660.1,HQ843286.1,,
Sarcodes_sanguinea,U59945.1,,,,
Saussurea_americana,,,,KC969611.1,
Saxifraga_mertensiana,U42811.1,AF209669.1,,LM654502.1,
Saxifraga_cespitosa,,,,,
Saxifraga_hyperborea,,,,,
Saxifragopsis_fragarioides,,,,,
Sceptridium_multifidum,,,,AY138435.1,
Scheuchzeria_palustris,AF069202.1,AY147594.1,AF547007.1,DQ786414.1,
Schoenoplectus_acutus,,,KC678037.1,AF285064.1,
Schoenoplectus_americanus,,,KC678043.1,AF285065.1,
Schoenoplectus_californicus,,,KC678038.1,KC678011.1,
Schoenoplectus_heterochaetus,,,KC678039.1,KC678012.1,
Schoenoplectus_pungens,,,KC678047.1,KC678019.1,
Schoenoplectus_saximontanus,,,,,
Schoenoplectus_subterminalis,,,KC678049.1,KC678021.1,
Schoenoplectus_tabernaemontani,,,AM999960.1,JF313210.1,
Schoenus_nigricans,,,AM999963.1,AY344173.1,
Scirpus_congdonii,,,,,
Scirpus_diffusus,,,,,
Scirpus_microcarpus,,,AY129257.1,,
Scirpus_pendulus,,,KJ513556.1,,
Sclerocactus_johnsonii,,,,,
Sclerocactus_polyancistrus,,,,,
Scleropogon_brevifolius,,,JN681759.1,EF156729.1,
Scoliopus_bigelovii,,,AF276017.1,,
Scopulophila_rixfordii,,,AY090619.1,JN589712.1,
Scribneria_bolanderi,,,,,
Scrophularia_lanceolata,,,KC692686.1,KC692641.1,
Scrophularia_atrata,,,,,
Scrophularia_californica,AJ236031.1,AJ236175.1,KC692683.1,HQ412946.1,
Scrophularia_desertorum,,,,KC692643.1,
Scrophularia_villosa,,,,,
Scutellaria_antirrhinoides,,,,,
Scutellaria_bolanderi,,,U78704.1,,
Scutellaria_californica,,,,,
Scutellaria_galericulata,,,,,
Scutellaria_lateriflora,,,JX981403.1,,
Scutellaria_mexicana,,,,,
Scutellaria_nana,,,,,
Scutellaria_siphocampyloides,,,,,
Scutellaria_tuberosa,,,,,
Sedella_leiocarpa,,,,,
Sedella_pentandra,,,,,
Sedella_pumila,,,,,
Sedum_albomarginatum,,,,,
Sedum_divergens,,,,,
Sedum_lanceolatum,,,,AY704316.1,
Sedum_laxum,,,,,
Sedum_niveum,,,,,
Sedum_oblanceolatum,,,,,
Sedum_obtusatum,,,,,
Sedum_oreganum,,,,,
Sedum_oregonense,,,,,
Sedum_radiatum,,,,,
Sedum_spathulifolium,,,,,
Sedum_stenopetalum,,,,,
Selaginella_asprella,,,,,
Selaginella_bigelovii,,,,,
Selaginella_cinerascens,,,,,
Selaginella_eremophila,,,,,
Selaginella_hansenii,,,,,
Selaginella_leucobryoides,,,,,
Selaginella_oregana,,,,,
Selaginella_scopulorum,,,,,
Selaginella_wallacei,,,,,
Selaginella_watsonii,,,,,
Senecio_aphanactis,,,,,
Senecio_aronicoides,,,,,
Senecio_astephanus,,,,,
Senecio_blochmaniae,,,,,
Senecio_californicus,,,,,
Senecio_clarkianus,,,,,
Senecio_flaccidus,,,GU817910.1,GU818066.1,
Senecio_fremontii,,,,,
Senecio_hydrophiloides,,,,,
Senecio_hydrophilus,,,,,
Senecio_integerrimus,,,GU817916.1,GU818075.1,
Senecio_lyonii,,,,,
Senecio_mohavensis,,,,JN789998.1,
Senecio_pattersonensis,,,,,
Senecio_scorzonella,,,,,
Senecio_serra,,,,,
Senecio_spartioides,,,,,
Senecio_triangularis,,,,,
Senegalia_greggii,,,,,
Senna_armata,,,,,
Senna_covesii,,,,,
Sequoia_sempervirens,EF053171.1,AJ621927.1,,,
Sequoiadendron_giganteum,EU161296.1,,,,
Sericocarpus_oregonensis,,,,,
Sesbania_herbacea,,,,,
Sesuvium_verrucosum,,,,KJ848285.1,
Setaria_parviflora,,,AF499143.1,GU561493.1,
Shepherdia_argentea,,,,AJ225794.1,
Shepherdia_canadensis,AF207020.1,AF209675.1,,,
Sibara_deserti,,,EU718568.1,,
Sibara_filifolia,,,,,
Sibaropsis_hammittii,,,EU718571.1,EU620380.1,
Sibbaldia_procumbens,,,,AJ512235.1,
Sidalcea_asprella,,,,,
Sidalcea_calycosa,HE613271.1,,,,
Sidalcea_celata,,,,,
Sidalcea_covillei,,,,,
Sidalcea_diploscypha,,,,,
Sidalcea_elegans,,,,,
Sidalcea_gigantea,,,,,
Sidalcea_glaucescens,,,,,
Sidalcea_hartwegii,,,,,
Sidalcea_hickmanii,,,,,
Sidalcea_hirsuta,,,,,
Sidalcea_keckii,,,,,
Sidalcea_malachroides,,,,,
Sidalcea_malviflora,,,,,
Sidalcea_multifida,,,,,
Sidalcea_neomexicana,,,,,
Sidalcea_oregana,,,,,
Sidalcea_pedata,,,,,
Sidalcea_ranunculacea,,,,,
Sidalcea_reptans,,,,,
Sidalcea_robusta,,,,,
Sidalcea_setosa,,,,,
Sidalcea_sparsifolia,,,,,
Sidalcea_stipularis,,,,,
Silene_antirrhina,,,AY090625.1,,
Silene_aperta,,,,,
Silene_bernardina,,,,,
Silene_bolanderi,,,,,
Silene_bridgesii,,,,,
Silene_campanulata,,,,,
Silene_douglasii,,,,JN589748.1,
Silene_grayi,,,,,
Silene_hookeri,,,,,
Silene_invisa,,,,,
Silene_laciniata,,,,,
Silene_lemmonii,,,,EF407909.1,
Silene_marmorensis,,,,,
Silene_menziesii,,,,,
Silene_nuda,,,,,
Silene_occidentalis,,,,,
Silene_oregana,,,,,
Silene_parishii,,,,,
Silene_salmonacea,,,,,
Silene_sargentii,,,,,
Silene_scouleri,,,,,
Silene_serpentinicola,,,,,
Silene_suksdorfii,,,,,
Silene_verecunda,,,,,
Simmondsia_chinensis,AF094562.1,AF093401.1,,,
Sisyrinchium_bellum,,,,,
Sisyrinchium_californicum,,,,JQ670645.1,
Sisyrinchium_elmeri,,,,,
Sisyrinchium_funereum,,,,,
Sisyrinchium_halophilum,,,,,
Sisyrinchium_hitchcockii,,,,,
Sisyrinchium_idahoense,,,,,
Sisyrinchium_longipes,,,,,
Sium_suave,,,,,
Smelowskia_ovalis,,,,,
Smilax_californica,,,,JQ711071.1,
Smilax_jamesii,,,,AY775211.1,
Solanum_xanti,,,,,
Solanum_americanum,,,,GU323358.1,
Solanum_parishii,,,,,
Solanum_umbelliferum,,,,,
Solanum_wallacei,,,U47426.1,,
Solanum_douglasii,,,,,
Sorbus_californica,,,,AF348570.1,
Sorbus_scopulina,,,,,
Sorbus_sitchensis,,,,,
Sparganium_eurycarpum,AF069220.1,AF168946.1,HQ181134.1,JF319445.1,
Sparganium_angustifolium,,,,KF265401.1,
Sparganium_emersum,,,,JF319449.1,
Sparganium_natans,,,,KF265418.1,
Spartina_foliosa,,,,EU056308.1,
Spartina_gracilis,,,,,
Spergularia_atrosperma,,,,,
Spergularia_canadensis,,,,,
Spergularia_macrotheca,,,,JN589650.1,
Spergularia_marina,,,AY090621.1,,
Spermolepis_echinata,,,,,
Sphaeralcea_ambigua,,,,,
Sphaeralcea_angustifolia,,,,,
Sphaeralcea_coulteri,,,,,
Sphaeralcea_emoryi,,,,,
Sphaeralcea_grossulariifolia,,,,,
Sphaeralcea_munroana,,,,,
Sphaeralcea_orcuttii,,,,,
Sphaeralcea_rusbyi,,,,,
Sphenopholis_obtusata,,,,,
Spiraea_douglasii,,,,DQ897581.1,
Spiraea_splendens,,,,,
Spiranthes_porrifolia,,,,,
Spiranthes_romanzoffiana,,FJ571203.1,,AY363055.1,
Spirodela_polyrhiza,,,,AM933296.1,
Eragrostis_hypnoides,,,,,
Eragrostis_lutescens,,,,,
Eragrostis_mexicana,,,HE575775.1,EF137565.1,
Eragrostis_pectinacea,,,HF558470.1,EF156696.1,
Sporobolus_airoides,,,HE573480.1,,
Sporobolus_contractus,,,,,
Sporobolus_cryptandrus,,,GU359674.1,,
Sporobolus_flexuosus,,,,,
Sporobolus_wrightii,,,GU359668.1,EF156734.1,
Stachys_ajugoides,,,,,
Stachys_albens,,,,KF529885.1,
Stachys_bergii,,,,,
Stachys_bullata,,,,KF529897.1,
Stachys_chamissonis,,,,EF546851.1,
Stachys_mexicana,,,,,
Stachys_pilosa,,,,KF235707.1,
Stachys_pycnantha,,,,,
Stachys_rigida,,,,KF235733.1,
Stachys_stebbinsii,,,,,
Stachys_stricta,,,,,
Staphylea_bolanderi,,,,,
Stellaria_borealis,,,,JN589713.1,
Stellaria_calycantha,,,,,
Stellaria_crispa,,,,JN589725.1,
Stellaria_littoralis,,,,,
Stellaria_longifolia,,,,JN589649.1,
Stellaria_longipes,,,,JN589672.1,
Stellaria_nitens,,,,JN589702.1,
Stellaria_obtusa,,,,,
Stellaria_umbellata,,,,JN589737.1,
Stemodia_durantifolia,,,,,
Stenanthium_occidentale,,KM242693.1,KM242836.1,AF303697.1,
Stephanomeria_cichoriacea,,,,,
Stephanomeria_diegensis,,,,,
Stephanomeria_elata,,,,,
Stephanomeria_exigua,,GQ429020.1,,GQ429026.1,
Stephanomeria_lactucina,,,,,
Stephanomeria_paniculata,,,,,
Stephanomeria_parryi,,,,,
Stephanomeria_pauciflora,,,,,
Stephanomeria_tenuifolia,,,,,
Stephanomeria_virgata,,GQ429024.1,,GQ429030.1,
Stillingia_linearifolia,,,,,
Stillingia_paucidentata,,,,AY794634.1,
Stillingia_spinulosa,,,AF538264.1,,
Stipa_arida,,,,,
Stipa_cernua,,,,,
Stipa_coronata,,,,,
Stipa_diegoensis,,,JF697852.1,GU192017.1,
Stipa_hymenoides,,,GU254733.1,EU200811.1,
Stipa_latiglumis,,,JF697856.1,,
Stipa_lemmonii,,,JF697857.1,JF697754.1,
Stipa_lepida,,,,,
Stipa_lettermanii,,,JF697858.1,JF697755.1,
Stipa_nelsonii,,,,,
Stipa_nevadensis,,,,EU200815.1,
Stipa_occidentalis,,,,,
Stipa_parishii,,,,,
Stipa_pinetorum,,,JF697863.1,JF697759.1,
Stipa_pulchra,,,GU222741.1,,
Stipa_thurberiana,,,,,
Stipa_webberi,,,,,
Stipa_comata,,,GU222744.1,GU192000.1,
Stipa_speciosa,,,,,
Stipa_divaricata,,,,,
Stipa_exigua,,,,,
Stipa_kingii,,,,,
Stipa_stillmanii,,,,,
Streptanthella_longirostris,,,EU718578.1,GU246238.1,
Streptopus_amplexifolius,,,AF276019.1,,
Stuckenia_filiformis,,,,DQ786419.1,
Stuckenia_pectinata,,AB250128.1,,DQ786420.1,
Stuckenia_striata,,,,DQ786421.1,
Stutzia_covillei,,,,,
Stylocline_citroleum,,,,,
Stylocline_gnaphaloides,,,,,
Stylocline_intertexta,,,,,
Stylocline_masonii,,,,,
Stylocline_micropoides,,,,,
Stylocline_psilocarphoides,,,,FN645791.1,
Stylocline_sonorensis,,,,,
Styrax_redivivus,,,,,
Suaeda_calceoliformis,,,,,
Suaeda_esteroa,,,,,
Suaeda_occidentalis,,,,,
Suaeda_californica,,,,,
Suaeda_nigra,,,,,
Suaeda_taxifolia,,,,,
Subularia_aquatica,,,,,
Swallenia_alexandrae,,,GU359669.1,EF156735.1,
Swertia_perennis,,,,KF317163.1,
Symphoricarpos_albus,U42513.1,AJ236208.1,AF161291.2,GQ305401.1,
Symphoricarpos_longiflorus,,,,GQ305417.1,
Symphoricarpos_mollis,,,,GQ305418.1,
Symphoricarpos_rotundifolius,,,,GQ305419.1,
Almutaster_pauciflorus,,,,,
Symphyotrichum_ascendens,,,,,
Symphyotrichum_bracteolatum,,,,,
Symphyotrichum_campestre,,,,,
Symphyotrichum_chilense,,,,,
Symphyotrichum_defoliatum,,,,,
Symphyotrichum_foliaceum,,,,,
Symphyotrichum_frondosum,,,,,
Symphyotrichum_greatae,,,,,
Symphyotrichum_hendersonii,,,,,
Symphyotrichum_lanceolatum,,,,,
Symphyotrichum_lentum,,,,,
Symphyotrichum_spathulatum,,,,,
Symphyotrichum_subspicatum,,,,,
Symphyotrichum_subulatum,,,,JN315903.1,
Tanacetum_bipinnatum,,,,,
Taraxacum_californicum,,,,,
Taraxacum_ceratophorum,,,,,
Taraxia_ovata,,,,AY264532.1,
Taraxia_subacaulis,,,,AY264533.1,
Taraxia_tanacetifolia,,,,AY264534.1,
Tauschia_arguta,,,,,
Tauschia_glauca,,,,,
Tauschia_hartwegii,,,,,
Tauschia_howellii,,,,,
Tauschia_kelloggii,,,,,
Tauschia_parishii,,,,,
Taxus_brevifolia,AB029370.1,AF528864.2,AY902172.1,EF660604.1,
Tellima_grandiflora,,,,,
