taxon	total number of records	% total geocoded	Alameda	Alpine	Amador	Butte	Calaveras	Colusa	Contra Costa	Del Norte	El Dorado	Fresno	Glenn	Humboldt	Imperial	Inyo	Kern	Kings	Lake	Lassen	Los Angeles	Madera	Marin	Mariposa	Mendocino	Merced	Modoc	Mono	Monterey	Napa	Nevada	Orange	Placer	Plumas	Plumas or Sierra	Riverside	Sacramento	San Benito	San Bernardino	San Diego	San Francisco	San Joaquin	San Luis Obispo	San Mateo	Santa Barbara	Santa Clara	Santa Clara/Santa Cruz county line	Santa Cruz	Shasta	Sierra	Siskiyou	Solano	Sonoma	Stanislaus	Sutter	Tehama	Trinity	Tulare	Tuolumne	Unknown	Ventura	Yolo	Yuba
Trichocoronis	49	0.71	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ephedra	3851	0.9	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.94	0.88	0.99	0.0	0.0	0.89	0.98	0.0	0.0	0.0	0.0	0.63	0.67	0.91	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.97	0.0	1.0	0.99	0.87	0.0	0.0	0.4	0.0	0.82	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.28	0.56	0.0	0.0
Kobresia	29	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Datura	1105	0.75	1.0	0.0	0.0	0.88	0.0	1.0	0.75	0.0	0.0	0.54	1.0	0.0	0.92	0.29	0.63	0.0	0.0	0.0	0.5	1.0	1.0	1.0	0.0	0.7	0.0	0.0	0.83	0.5	0.0	0.82	0.0	0.0	0.0	0.96	0.5	1.0	0.86	0.9	0.0	0.88	0.45	0.0	0.48	0.0	0.0	0.0	1.0	0.0	0.0	0.5	0.64	0.75	1.0	0.0	0.0	0.14	0.4	0.25	0.57	0.42	0.0
Cystopteris	1399	0.6	0.0	0.18	1.0	0.82	1.0	1.0	0.71	0.33	0.57	0.67	0.33	0.48	0.0	0.64	0.49	1.0	0.86	0.88	0.61	0.47	0.75	0.66	0.15	0.0	0.62	0.57	0.52	0.33	0.39	0.0	0.92	0.72	0.0	1.0	0.0	0.0	0.81	0.82	0.0	0.0	0.4	0.6	0.92	0.46	0.0	0.67	0.61	0.52	0.22	0.0	1.0	0.0	0.0	0.43	0.61	0.47	0.49	0.0	1.0	0.0	0.0
Malperia	43	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tiarella	270	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	0.46	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0
Aloysia	74	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pycnanthemum	291	0.66	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.25	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.67	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.68	0.0	1.0	0.0	0.0	0.85	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.4	0.4	0.0	0.0	0.0	0.0	0.86	0.67	0.0	0.75	0.0	0.0	0.0	1.0
Crataegus	180	0.87	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.83	0.0	0.93	0.0	0.0	0.0	0.83	1.0	0.0	0.0	0.0	1.0	0.0
Calyptridium	3405	0.61	0.0	0.45	0.47	0.65	0.29	0.82	0.0	0.64	0.61	0.47	0.69	0.54	0.89	0.49	0.56	0.0	0.88	0.64	0.69	0.62	0.0	0.44	0.32	0.0	0.58	0.48	0.26	0.92	0.46	1.0	0.62	0.5	0.0	0.93	0.0	0.5	0.84	0.68	0.0	1.0	0.59	0.0	0.63	0.83	0.0	0.97	0.5	0.41	0.42	0.0	0.83	0.0	0.0	0.54	0.45	0.38	0.56	0.1	0.62	1.0	0.5
Orobanche	1801	0.75	0.4	0.8	1.0	1.0	0.0	0.83	0.93	0.29	0.86	0.45	1.0	0.43	1.0	0.6	0.73	0.0	0.81	0.7	0.7	0.67	0.45	0.72	0.43	1.0	0.77	0.59	0.33	0.62	0.81	0.88	1.0	0.91	0.0	0.98	1.0	0.22	0.89	0.88	1.0	0.0	0.47	0.44	0.75	0.38	0.0	0.67	0.47	1.0	0.25	0.67	0.67	0.57	0.67	0.88	0.33	0.54	0.5	0.0	0.83	0.83	0.75
Crassula	1787	0.67	0.47	1.0	0.44	0.82	0.5	0.8	0.64	0.0	0.6	0.48	0.86	0.29	1.0	0.0	0.41	0.0	0.67	0.0	0.57	0.31	0.43	0.0	0.15	0.77	0.0	0.0	0.4	0.54	0.0	0.7	0.0	0.75	0.0	0.97	0.64	0.5	0.73	0.83	0.54	0.71	0.54	0.57	0.58	0.41	0.0	0.86	0.67	0.0	0.0	0.69	0.46	0.9	0.4	0.9	0.0	0.27	0.5	0.0	0.81	0.83	1.0
Streptopus	117	0.56	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.56	1.0	0.0	0.5	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.5	0.4	0.0	0.0	0.0	0.0	0.0	1.0
Tropidocarpum	1225	0.68	0.71	0.0	0.0	0.57	1.0	0.89	0.81	0.0	1.0	0.44	0.8	0.0	1.0	0.2	0.73	0.56	0.83	0.0	0.63	0.5	1.0	0.71	0.2	0.79	0.0	0.0	0.6	0.33	0.0	0.5	0.46	0.0	0.0	0.97	0.57	0.28	0.85	0.92	0.0	0.85	0.49	0.4	0.67	0.72	0.0	1.0	0.0	0.0	0.0	0.6	0.67	0.5	0.5	0.82	0.0	0.32	0.0	0.0	0.57	0.67	0.0
Galium	13437	0.75	0.66	0.78	0.86	0.91	0.82	0.76	0.82	0.47	0.76	0.62	0.94	0.36	0.94	0.65	0.72	1.0	0.84	0.9	0.74	0.61	0.65	0.61	0.54	0.5	0.76	0.75	0.57	0.7	0.74	0.84	0.91	0.65	0.0	0.96	0.53	0.68	0.93	0.92	0.89	0.67	0.56	0.48	0.84	0.59	0.0	0.82	0.63	0.56	0.4	0.53	0.61	0.91	0.94	0.69	0.57	0.6	0.74	0.05	0.74	0.71	0.67
Veratrum	625	0.66	0.0	0.67	0.67	1.0	0.0	0.0	0.0	1.0	0.55	0.4	1.0	0.69	0.0	0.75	1.0	0.0	1.0	0.5	0.6	0.6	0.0	0.65	0.83	0.0	0.62	0.5	0.0	0.0	0.72	0.0	1.0	0.71	0.0	1.0	0.0	0.0	1.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.5	0.44	0.0	0.78	0.0	0.0	0.6	0.64	0.59	0.7	0.0	0.25	0.0	1.0
Morella	576	0.87	0.95	0.0	0.0	0.0	0.0	0.0	1.0	0.96	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.92	0.0	0.9	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.88	0.0	0.73	0.81	0.83	1.0	0.0	0.94	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Moneses	7	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bidens	772	0.62	0.67	0.0	0.0	0.81	0.67	1.0	0.5	0.0	0.78	0.64	1.0	0.14	0.0	0.54	0.9	0.33	0.5	0.93	0.42	0.6	0.0	1.0	0.0	0.33	0.5	0.64	0.57	0.0	0.5	0.76	0.5	0.53	0.0	0.97	0.81	0.0	0.83	0.79	1.0	0.46	0.0	1.0	1.0	0.63	0.0	0.88	0.5	0.5	0.45	1.0	0.32	0.67	0.5	0.87	0.0	0.25	0.56	0.0	0.8	1.0	1.0
Nuphar	264	0.33	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.2	0.36	0.33	0.0	0.16	0.0	0.0	0.0	0.0	0.33	0.43	1.0	0.25	0.25	0.0	0.36	0.0	0.43	0.0	0.0	0.0	0.29	0.0	0.5	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.29	0.0	0.19	0.0	0.0	0.0	0.43	0.0	0.67	0.0	0.0	0.0	0.0
Verbena	1969	0.72	0.53	0.0	0.2	0.83	0.0	0.8	0.33	0.0	0.22	0.5	1.0	0.23	0.33	0.4	0.69	0.0	0.85	0.5	0.64	0.75	0.22	1.0	0.53	0.73	0.33	0.0	0.53	1.0	1.0	0.88	0.83	0.0	0.0	0.98	0.46	0.67	0.9	0.9	0.0	0.63	0.62	0.43	0.75	0.67	0.0	0.89	0.77	0.0	0.42	0.6	0.77	0.43	1.0	0.85	0.5	0.38	0.81	0.1	0.75	1.0	0.0
Physocarpus	616	0.88	0.97	0.0	0.8	1.0	1.0	0.0	1.0	0.97	0.88	0.5	0.0	0.96	0.0	1.0	0.0	0.0	0.89	0.0	0.0	0.67	0.92	0.78	0.9	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.86	0.0	0.69	0.0	0.67	0.87	0.0	0.96	0.0	1.0	0.0	0.0	1.0	0.91	0.5	0.38	0.12	0.0	0.0	1.0
Osmadenia	537	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.95	0.0	0.0	0.5	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Menziesia	46	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moehringia	191	0.58	1.0	0.0	0.0	1.0	0.0	0.0	0.67	0.63	0.0	1.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.5	0.0	0.89	0.0	0.0	0.5	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.58	0.55	0.0	0.0	0.0	0.0	0.5
Athyrium	1242	0.57	0.5	0.73	0.75	0.75	0.0	1.0	0.33	0.47	0.53	0.59	1.0	0.35	0.0	0.32	0.0	0.0	0.86	0.0	0.67	0.6	0.5	0.43	0.45	0.0	0.83	0.59	0.36	0.67	0.57	0.0	0.59	0.72	0.0	1.0	0.0	0.0	0.87	0.0	0.5	1.0	0.56	0.3	0.62	1.0	0.0	0.9	0.36	0.57	0.36	0.0	0.5	0.0	0.0	0.5	0.52	0.52	0.55	0.0	0.0	0.0	0.75
Cymopterus	957	0.67	0.0	0.69	0.67	0.8	0.0	0.0	0.0	0.0	0.29	0.59	0.0	0.0	0.0	0.49	0.93	0.0	0.0	1.0	0.0	0.33	0.0	0.75	0.0	0.0	1.0	0.78	0.0	0.0	0.44	0.0	1.0	0.82	0.0	0.95	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72	0.64	0.72	0.0	0.67	0.0	0.0	1.0	0.0	0.57	0.67	0.22	0.0	0.0	0.0
Oxyria	384	0.46	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.43	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.5	0.0	0.0	0.63	0.51	0.0	0.0	0.44	0.0	0.4	0.0	0.0	0.86	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	0.67	0.25	0.0	0.0	0.0	0.0	1.0	0.13	0.24	0.45	0.5	0.0	0.0	0.0
Berberis	2117	0.88	0.75	1.0	0.83	0.97	0.83	1.0	0.5	0.97	0.93	0.69	1.0	0.96	1.0	0.67	1.0	0.0	0.91	1.0	0.98	0.43	0.83	0.53	0.81	0.0	0.91	1.0	0.93	0.94	0.96	1.0	0.91	0.8	0.0	0.91	1.0	1.0	0.98	0.8	0.93	0.0	0.35	0.76	0.91	0.63	0.0	0.85	0.67	1.0	0.95	1.0	0.88	1.0	1.0	1.0	0.93	0.3	0.55	0.06	0.76	1.0	1.0
Polemonium	1113	0.62	0.29	0.44	0.6	0.86	0.0	0.0	0.0	0.82	0.46	0.76	0.0	1.0	0.0	0.78	0.5	0.0	0.0	0.81	0.0	0.56	1.0	0.38	0.0	0.0	0.6	0.63	0.0	0.0	0.6	0.0	0.65	0.91	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	1.0	0.63	0.0	0.0	0.0	0.55	0.43	0.53	0.0	1.0	0.0	0.0	0.67	0.28	0.71	0.79	0.13	0.87	0.0	0.0
Calliandra	112	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocanthemum	1497	0.86	1.0	0.0	0.62	0.0	0.89	1.0	0.71	0.0	0.82	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.5	0.0	0.96	0.0	0.92	1.0	0.9	0.0	0.0	0.0	0.94	0.75	0.0	0.96	0.0	0.0	0.0	0.97	0.0	1.0	0.96	0.85	0.0	0.0	0.66	0.89	0.85	1.0	0.0	0.97	0.0	0.0	0.0	1.0	0.44	0.0	0.0	0.0	0.0	0.0	1.0	0.17	0.88	0.0	0.0
Tridens	152	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bebbia	1029	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.86	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.96	0.0	0.0	0.98	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0
Cornus	3231	0.84	0.89	1.0	0.65	0.98	0.8	1.0	0.76	0.91	0.96	0.78	1.0	0.94	0.0	0.87	0.98	0.0	0.86	1.0	0.98	0.43	0.93	0.75	0.86	0.0	0.94	0.92	0.77	1.0	0.92	1.0	0.97	0.96	0.0	0.9	1.0	0.83	0.97	0.72	0.77	1.0	0.46	0.93	0.82	0.64	0.0	0.93	0.83	1.0	0.89	1.0	0.94	1.0	0.0	0.98	0.79	0.76	0.78	0.14	0.79	1.0	1.0
Yabea	514	0.75	1.0	0.0	1.0	0.87	0.83	1.0	0.86	1.0	0.33	0.47	1.0	0.29	1.0	1.0	0.86	1.0	0.92	0.0	0.72	0.0	0.0	0.6	0.27	0.6	1.0	0.0	0.6	0.67	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.75	0.65	0.92	0.5	1.0	0.68	0.25	0.81	0.67	0.0	0.33	0.67	0.0	0.0	1.0	0.5	0.75	0.33	1.0	0.75	0.75	0.0	0.0	1.0	1.0	0.0
Triodanis	371	0.81	0.6	0.0	0.0	1.0	0.0	1.0	0.83	0.0	1.0	0.0	1.0	0.18	0.0	0.0	0.0	0.0	1.0	0.0	0.64	0.5	1.0	0.0	0.5	0.0	0.0	0.0	0.38	0.5	0.0	0.67	0.0	0.0	0.0	1.0	0.0	0.0	0.67	0.98	1.0	1.0	0.8	0.0	0.91	0.0	0.0	0.67	0.0	0.0	1.0	1.0	0.0	0.5	1.0	1.0	1.0	0.88	1.0	0.0	1.0	1.0	0.0
Hypericum	2090	0.51	0.0	0.5	0.39	0.67	0.42	1.0	0.5	0.33	0.49	0.33	0.2	0.38	0.0	0.5	0.32	0.0	0.45	0.57	0.71	0.5	0.38	0.51	0.31	0.33	0.63	0.4	0.46	0.4	0.38	0.5	0.63	0.65	0.0	0.95	0.67	0.0	0.74	0.75	0.5	0.0	0.6	0.25	0.8	0.55	0.0	0.65	0.5	0.17	0.42	0.69	0.21	0.0	0.0	0.75	0.59	0.36	0.39	0.11	0.5	0.0	1.0
Psilostrophe	239	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.86	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Delphinium	12743	0.58	0.47	0.44	0.44	0.75	0.46	0.54	0.48	0.25	0.48	0.66	0.85	0.32	1.0	0.64	0.69	1.0	0.72	0.78	0.63	0.41	0.5	0.52	0.34	0.59	0.61	0.64	0.37	0.45	0.37	0.79	0.71	0.51	0.0	0.99	0.64	0.32	0.84	0.87	0.32	0.94	0.4	0.55	0.66	0.43	0.0	0.83	0.49	0.28	0.32	0.61	0.58	0.61	0.47	0.6	0.36	0.54	0.45	0.06	0.63	0.53	0.13
Mitellastra	43	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Subularia	46	0.85	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.9	0.0	0.0	0.0	0.0
Valeriana	430	0.62	0.0	0.63	0.67	1.0	0.0	0.0	0.0	0.29	0.82	0.63	1.0	0.49	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.5	0.0	0.68	0.48	0.0	0.0	0.73	0.0	0.83	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.52	0.0	0.0	0.0	0.0	1.0	0.57	0.83	0.76	0.5	0.0	0.0	0.0
Monolopia	1607	0.54	0.27	0.0	0.0	0.0	0.0	0.68	0.58	1.0	0.0	0.56	0.5	0.0	0.0	0.0	0.63	0.95	0.25	0.0	0.55	0.0	0.75	1.0	0.0	0.75	0.0	0.0	0.19	0.5	0.0	0.33	0.0	0.0	0.0	1.0	0.0	0.35	0.33	0.5	0.0	0.97	0.44	0.8	0.61	0.67	0.0	0.76	0.0	0.0	0.0	0.83	0.33	0.63	0.0	1.0	0.0	0.61	0.0	0.0	0.64	0.5	0.0
Mirabilis	3840	0.71	0.56	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.62	1.0	0.0	0.87	0.42	0.49	0.0	0.0	0.67	0.58	1.0	0.0	0.0	0.0	0.6	0.0	0.51	0.11	0.0	0.0	0.73	1.0	0.0	0.0	0.93	0.0	0.36	0.84	0.83	0.0	0.0	0.45	0.0	0.63	0.0	0.0	0.5	0.0	0.0	0.76	0.0	0.0	0.0	0.0	1.0	0.0	0.17	0.0	0.03	0.6	0.0	0.0
Narthecium	186	0.44	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.38	0.43	0.5	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.26	0.0	0.0	0.0	0.0	0.0	0.54	0.33	0.75	0.0	0.0	0.0	0.0
Sphaeromeria	236	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.42	0.0	1.0	0.0	0.0	0.0	0.0	0.4	0.75	0.0	0.0	1.0	0.0	1.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.78	0.0	0.0	0.0	0.0
Staphylea	195	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.33	0.0	0.0	0.0	0.0	1.0	0.0	0.6	1.0	0.0	0.0	0.0	0.0
Teucrium	47	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ayenia	117	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.98	0.0	0.0	1.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryptantha	23849	0.82	0.7	0.62	0.81	0.87	0.75	0.86	0.62	0.43	0.61	0.78	0.93	0.39	0.96	0.66	0.85	1.0	0.76	0.86	0.73	0.75	0.7	0.65	0.52	0.76	0.67	0.74	0.54	0.62	0.78	0.85	0.85	0.74	0.0	0.98	0.57	0.57	0.95	0.92	0.64	1.0	0.61	0.82	0.79	0.61	0.0	0.91	0.72	0.57	0.59	0.5	0.81	0.83	0.85	0.86	0.54	0.73	0.77	0.12	0.89	0.8	1.0
Maianthemum	1551	0.59	0.79	0.8	0.6	0.94	0.4	0.5	0.83	0.44	0.59	0.48	1.0	0.43	0.0	0.64	0.83	0.0	0.67	0.8	0.62	0.79	0.67	0.54	0.46	0.0	0.72	0.63	0.42	0.0	0.67	0.0	0.89	0.81	0.0	1.0	0.0	0.0	0.87	0.8	0.0	0.0	0.7	0.59	0.69	0.62	0.0	0.87	0.5	0.0	0.34	1.0	0.63	0.0	0.0	0.73	0.51	0.64	0.7	0.0	0.6	0.0	0.0
