taxon,18S,atpB,ndhF,
Menyanthes_trifoliata,AJ236009.1,KM192020.1,KM192107.1,
Menziesia_ferruginea,,,EU855937.1,
Mertensia_bella,,,JQ388565.1,
Mertensia_ciliata,,,KF416498.1,
Mertensia_cusickii,,,KF416506.1,
Mertensia_longiflora,,,KF416534.1,
Mertensia_oblongifolia,,,JQ388568.1,
Micranthes_aprica,,,,
Micranthes_bryophora,,,,
Micranthes_californica,,,,
Micranthes_ferruginea,,,,
Micranthes_fragosa,,,,
Micranthes_howellii,,,,
Micranthes_integrifolia,U42810.1,,EF207478.1,
Micranthes_marshallii,,,,
Micranthes_nidifica,,,,
Micranthes_odontoloma,,,,
Micranthes_oregana,,,,
Micranthes_tolmiei,,,,
Micropus_amphibolus,,,,
Micropus_californicus,,,,
Microseris_acuminata,,,,
Microseris_bigelovii,,,,
Microseris_borealis,,,,
Microseris_campestris,,,,
Microseris_douglasii,,,,
Microseris_elegans,,,,
Microseris_laciniata,,,,
Microseris_nutans,,,,
Microseris_paludosa,,,,
Microseris_sylvatica,,,,
Stebbinsoseris_decipiens,,,,
Stebbinsoseris_heterocarpa,,,,
Uropappus_lindleyi,,,AF218334.1,
Mimulus_angustatus,,,,
Mimulus_aurantiacus,,,AF188186.1,
Mimulus_bigelovii,,,,
Mimulus_bolanderi,,,,
Mimulus_brevipes,,,,
Mimulus_clevelandii,,,,
Mimulus_congdonii,,,,
Mimulus_constrictus,,,,
Mimulus_cusickii,,,,
Mimulus_douglasii,,,,
Mimulus_fremontii,,,,
Mimulus_johnstonii,,,,
Mimulus_kelloggii,,,,
Mimulus_latifolius,,,,
Mimulus_layneae,,,,
Mimulus_leptaleus,,,,
Mimulus_mohavensis,,,,
Mimulus_nanus,,,,
Mimulus_parryi,,,,
Mimulus_pictus,,,,
Mimulus_pulchellus,,,,
Mimulus_pygmaeus,,,,
Mimulus_rattanii,,,,
Mimulus_rupicola,,,,
Mimulus_torreyi,,,,
Mimulus_traskiae,,,,
Mimulus_tricolor,,,,
Mimulus_viscidus,,,,
Mimulus_whitneyi,,,,
Mimulus_alsinoides,,,,
Mimulus_androsaceus,,,,
Mimulus_bicolor,,,,
Mimulus_breviflorus,,,,
Mimulus_breweri,,,,
Mimulus_cardinalis,,,,
Mimulus_dentatus,,,,
Mimulus_evanescens,,,,
Mimulus_exiguus,,,,
Mimulus_filicaulis,,,,
Mimulus_floribundus,,,,
Mimulus_glaucescens,,,,
Mimulus_gracilipes,,,,
Mimulus_guttatus,,KJ161980.1,KJ161984.1,
Mimulus_inconspicuus,,,,
Mimulus_laciniatus,,,,
Mimulus_latidens,,,,
Mimulus_lewisii,,,,
Mimulus_montioides,,,,
Mimulus_moschatus,,,,
Mimulus_norrisii,,,,
Mimulus_nudatus,,,,
Mimulus_palmeri,,,,
Mimulus_parishii,,,,
Mimulus_primuloides,,,,
Mimulus_pulsiferae,,,,
Mimulus_purpureus,,,,
Mimulus_rubellus,,,,
Mimulus_shevockii,,,,
Mimulus_suksdorfii,,,,
Mimulus_tilingii,,,,
Mimulus_pilosus,,,,
Mimulus_ringens,,,,
Minuartia_californica,,,,
Minuartia_cismontana,,,,
Minuartia_decumbens,,,,
Minuartia_douglasii,,,,
Minuartia_howellii,,,,
Minuartia_nuttallii,,,,
Minuartia_obtusiloba,,,,
Minuartia_pusilla,,,,
Minuartia_rosei,,,,
Minuartia_rubella,,,,
Minuartia_stolonifera,,,,
Minuartia_stricta,,,,
Sagina_decumbens,,,,
Sagina_maxima,,,,
Sagina_saginoides,,,,
Mirabilis_albida,,,,
Mirabilis_alipes,,,,
Mirabilis_coccinea,,,,
Mirabilis_greenei,,,,
Mirabilis_laevis,,,,
Mirabilis_multiflora,,,,
Mirabilis_tenuiloba,,,,
Mitellastra_caulescens,,,,
Moehringia_macrophylla,,,,
Monarda_pectinata,,,,
Monardella_australis,,,,
Monardella_beneolens,,,,
Monardella_boydii,,,,
Monardella_breweri,,,,
Monardella_candicans,,,,
Monardella_douglasii,,,,
Monardella_eremicola,,,,
Monardella_exilis,,,,
Monardella_follettii,,,,
Monardella_hypoleuca,,,,
Monardella_leucocephala,,,,
Monardella_linoides,,,,
Monardella_macrantha,,,,
Monardella_mojavensis,,,,
Monardella_nana,,,,
Monardella_odoratissima,,,,
Monardella_palmeri,,,,
Monardella_pringlei,,,,
Monardella_purpurea,,,,
Monardella_robisonii,,,,
Monardella_saxicola,,,,
Monardella_sheltonii,,,,
Monardella_sinuata,,,,
Monardella_stebbinsii,,,,
Monardella_stoneana,,,,
Monardella_undulata,,,,
Monardella_venosa,,,,
Monardella_villosa,,,,
Monardella_viminea,,,,
Monardella_viridis,,,,
Moneses_uniflora,,,,
Monolopia_congdonii,,,AF384743.3,
Monolopia_gracilens,,,AF384752.3,
Monolopia_lanceolata,,,,
Monolopia_major,,,,
Monolopia_stricta,,,,
Monoptilon_bellidiforme,,,,
Monoptilon_bellioides,,,,
Monotropa_hypopitys,,,,
Monotropa_uniflora,L25680.1,,,
Montia_chamissoi,,,,
Montia_dichotoma,,,,
Montia_diffusa,,,AF194848.1,
Montia_fontana,,,,
Montia_howellii,,,,
Montia_linearis,,,JX456333.1,
Montia_parvifolia,,,AF194851.1,
Morella_californica,,,,
Mortonia_utahensis,,,,
Muhlenbergia_alopecuroides,,,JN681745.1,
Muhlenbergia_andina,,,HM143437.1,
Muhlenbergia_appressa,,,GU359618.1,
Muhlenbergia_arsenei,,,HM143443.1,
Muhlenbergia_asperifolia,,,HM143444.1,
Muhlenbergia_californica,,,HM143446.1,
Muhlenbergia_filiformis,,,,
Muhlenbergia_fragilis,,,HM143464.1,
Muhlenbergia_jonesii,,,HM143478.1,
Muhlenbergia_mexicana,,,HM143486.1,
Muhlenbergia_microsperma,,,HM143487.1,
Muhlenbergia_minutissima,,,,
Muhlenbergia_montana,,,HM143488.1,
Muhlenbergia_pauciflora,,,HM143492.1,
Muhlenbergia_porteri,,,HM143495.1,
Muhlenbergia_richardsonis,,,HM143505.1,
Muhlenbergia_rigens,,,GU359629.1,
Muhlenbergia_utilis,,,HM143522.1,
Muilla_coronata,,,AF508374.1,
Muilla_maritima,HM640757.1,AY147634.1,AY147790.1,
Muilla_transmontana,,,AF508376.1,
Munroa_squarrosa,,,JN681750.1,
Munzothamnus_blairii,,,,
Myosotis_laxa,,,AY092851.1,
Myosurus_apetalus,,,,
Myosurus_cupulatus,,,,
Myosurus_minimus,,EU053888.1,,
Myosurus_sessilis,,,,
Myrica_hartwegii,,,,
Myriophyllum_hippuroides,,,,
Myriophyllum_quitense,,,,
Myriophyllum_sibiricum,U42551.1,AJ235538.2,,
Myriophyllum_verticillatum,,,KC737272.1,
Najas_flexilis,,HQ901519.1,,
Najas_guadalupensis,,,,
Najas_marina,JF975485.1,,,
Eriodictyon_altissimum,,,,
Eriodictyon_angustifolium,,,JQ249931.1,
Eriodictyon_californicum,,HQ384783.1,AF047820.1,
Eriodictyon_capitatum,,,,
Eriodictyon_crassifolium,,,AF047790.1,
Eriodictyon_lobbii,,,,
Eriodictyon_parryi,,,,
Eriodictyon_tomentosum,,,,
Eriodictyon_traskiae,,,,
Eriodictyon_trichocalyx,,,AF047801.1,
Nama_rothrockii,,,AF047765.1,
Nama_aretioides,,,AF047768.1,
Nama_californica,,,AF047769.1,
Nama_demissa,,HQ384782.1,AF047767.1,
Nama_densum,,,,
Nama_depressum,,,,
Nama_dichotomum,,,,
Nama_hispidum,,,,
Nama_pusilla,,,AF047794.1,
Nama_stenocarpa,,,AF047766.1,
Narthecium_californicum,EU186220.1,,,
Nasturtium_gambelii,,,AF198154.1,
Nasturtium_officinale,,,DQ288801.1,
Navarretia_cotulifolia,,,,
Navarretia_eriocephala,,,,
Navarretia_fossalis,,,,
Navarretia_gowenii,,,,
Navarretia_heterandra,,,,
Navarretia_intertexta,,,AF207985.1,
Navarretia_jepsonii,,,,
Navarretia_leucocephala,,,,
Navarretia_mitracarpa,,,,
Navarretia_myersii,,,,
Navarretia_nigelliformis,,,,
Navarretia_ojaiensis,,,,
Navarretia_paradoxiclara,,,,
Navarretia_paradoxinota,,,,
Navarretia_propinqua,,,,
Navarretia_prostrata,,,,
Navarretia_pubescens,,,,
Navarretia_setiloba,,,,
Navarretia_subuligera,,,,
Navarretia_tagetina,,,,
Navarretia_atractyloides,,,,
Navarretia_breweri,,,,
Navarretia_capillaris,,,,
Navarretia_divaricata,,,,
Navarretia_filicaulis,,,,
Navarretia_hamata,,,,
Navarretia_heterodoxa,,,,
Navarretia_leptalea,,,AF207971.1,
Navarretia_linearifolia,,,,
Navarretia_mellita,,,,
Navarretia_peninsularis,,,,
Navarretia_prolifera,,,,
Navarretia_rosulata,,,,
Navarretia_sinistra,,,,
Navarretia_squarrosa,,,,
Navarretia_viscidula,,,,
Nemacladus_calcaratus,,,,
Nemacladus_californicus,,,,
Nemacladus_capillaris,,,,
Nemacladus_glanduliferus,,,,
Nemacladus_gracilis,,,,
Nemacladus_interior,,,,
Nemacladus_longiflorus,,,,
Nemacladus_montanus,,,,
Nemacladus_orientalis,,,,
Nemacladus_pinnatifidus,,,,
Nemacladus_ramosissimus,,,,
Nemacladus_rigidus,,,,
Nemacladus_rubescens,,,,
Nemacladus_secundiflorus,,,,
Nemacladus_sigmoideus,,,,
Nemacladus_tenuis,,,,
Nemacladus_twisselmannii,,,,
Nemophila_breviflora,,,,
Nemophila_heterophylla,,,,
Nemophila_maculata,,,,
Nemophila_menziesii,,,AF047809.1,
Nemophila_parviflora,,,AF047782.1,
Nemophila_pedunculata,,,,
Nemophila_pulchella,,,,
Nemophila_spatulata,,,,
Neoholmgrenia_andina,,,,
Neviusia_cliftonii,,,,
Nicolletia_occidentalis,,,AF405250.1,
Nicotiana_attenuata,,,AJ585898.1,
Nicotiana_clevelandii,,,AJ585925.1,
Nicotiana_obtusifolia,,,,
Nicotiana_quadrivalvis,,X61316.1,AJ585933.1,
Nitrophila_mohavensis,,,,
Nitrophila_occidentalis,,,AY959893.1,
Noccaea_fendleri,,,,
Nolina_bigelovii,,JX903726.1,JX903307.1,
Nolina_cismontana,,,,
Nolina_interrata,,,AY191188.1,
Nolina_parryi,,,,
Nothocalais_alpestris,,,,
Nothocalais_troximoides,,,,
Nothochelone_nemorosa,,,,
Notholaena_californica,,,,
Notholithocarpus_densiflorus,GU476436.1,,FJ185081.1,
Nuphar_polysepala,,,,
Nuttallanthus_texanus,,,JN848491.1,
Odontostomum_hartwegii,,AJ235547.1,JX903499.1,
Oemleria_cerasiformis,,,EU669115.1,
Oenanthe_sarmentosa,,,,
Oenothera_californica,,,,
Oenothera_cavernae,,,,
Oenothera_cespitosa,,,,
Oenothera_deltoides,,,,
Oenothera_elata,,,,
Oenothera_flava,,,,
Oenothera_longissima,,,,
Oenothera_primiveris,,,,
Oenothera_pubescens,,,,
Oenothera_suffrutescens,,,,
Oenothera_villosa,,,,
Oenothera_wolfii,,,,
Oenothera_xylocarpa,,,,
Oligomeris_linifolia,,,AY483255.1,
Olneya_tesota,,,,
Olsynium_douglasii,,,,
Ophioglossum_californicum,,,,
Ophioglossum_pusillum,,,,
Opuntia_basilaris,,,JF787346.1,
Opuntia_chlorotica,,,JF787358.1,
Opuntia_engelmannii,,,JF787374.1,
Opuntia_fragilis,,,JF787381.1,
Opuntia_littoralis,,,,
Opuntia_oricola,,,JF787405.1,
Opuntia_phaeacantha,,,JF787410.1,
Opuntia_polyacantha,,,JF787465.1,
Neostapfia_colusana,,,JN681752.1,
Orcuttia_californica,,,JN681754.1,
Orcuttia_inaequalis,,,GU359605.1,
Orcuttia_pilosa,,,,
Orcuttia_tenuis,,,,
Orcuttia_viscida,,,,
Tuctoria_greenei,,,,
Tuctoria_mucronata,,,JN681766.1,
Cryptantha_celosioides,,,,
Cryptantha_confertiflora,,,KF287874.1,
Cryptantha_crymophila,,,,
Cryptantha_flavoculata,,,AF047803.1,
Cryptantha_hoffmannii,,,,
Cryptantha_humilis,,,,
Cryptantha_nubigena,,,,
Cryptantha_roosiorum,,,,
Cryptantha_schoolcraftii,,,,
Cryptantha_subretusa,,,,
Cryptantha_cinerea,,,,
Cryptantha_tumulosa,,,,
Cryptantha_virginensis,,,,
Oreostemma_alpigenum,,,,
Oreostemma_elatum,,,,
Oreostemma_peirsonii,,,,
Ornithostaphylos_oppositifolia,,,,
Orobanche_fasciculata,U59961.1,,,
Orobanche_uniflora,,,,
Orobanche_bulbosa,,,,
Orobanche_californica,,,,
Orobanche_cooperi,,,,
Orobanche_corymbosa,,,,
Orobanche_parishii,,,,
Orobanche_pinorum,,,,
Orobanche_valida,,,,
Orobanche_vallicola,,,,
Orochaenactis_thysanocarpha,,,,
Orthilia_secunda,,,,
Orthocarpus_bracteosus,,,,
Orthocarpus_cuspidatus,,,,
Orthocarpus_imbricatus,,,,
Orthocarpus_luteus,U59956.1,,,
Orthocarpus_pachystachyus,,,,
Oryctes_nevadensis,,,EU580923.1,
Osmorhiza_berteroi,,,AF431998.1,
Osmorhiza_brachypoda,,,KJ157966.1,
Osmorhiza_depauperata,,,AF431981.1,
Osmorhiza_occidentalis,,,AF431987.1,
Osmorhiza_purpurea,,,AF431993.1,
Oxalis_californica,,,,
Oxalis_oregana,,,,
Oxalis_pilosa,,,,
Oxalis_suksdorfii,,,,
Oxalis_trilliifolia,,,,
Oxypolis_occidentalis,,,,
Oxyria_digyna,,,EU840375.1,
Oxytropis_borealis,,,,
Oxytropis_deflexa,,,,
Oxytropis_oreophila,,,,
Oxytropis_parryi,,,,
Ozomelis_diversifolia,,,,
Ozomelis_trifida,,,,
Packera_bernardina,,,,
Packera_bolanderi,,,,
Packera_breweri,,,,
Packera_cana,,,,
Packera_clevelandii,,,,
Packera_eurycephala,,,EF537982.1,
Packera_ganderi,,,,
Packera_greenei,,,,
Packera_hesperia,,,,
Packera_indecora,,,,
Packera_ionophylla,,,,
Packera_layneae,,,,
Packera_macounii,,,,
Packera_multilobata,,,,
Packera_pauciflora,,,,
Packera_pseudaurea,,,,
Packera_streptanthifolia,,,,
Packera_subnuda,,,,
Packera_werneriifolia,,,,
Paeonia_brownii,AF274602.1,AF274682.1,EF207473.1,
Paeonia_californica,,AF274683.1,,
Palafoxia_arida,,,L39463.1,
Panicum_acuminatum,,,HF558467.1,
Panicum_capillare,,,AM849174.1,
Panicum_hirticaule,,,,
Panicum_oligosanthes,,,KJ740987.1,
Panicum_urvilleanum,,,,
Papaver_californicum,,,,
Papaver_heterophyllum,,,,
Parietaria_hespera,,,,
Parietaria_pensylvanica,,,AF500383.1,
Parkinsonia_florida,,,,
Parkinsonia_microphylla,,,,
Parnassia_cirrata,,,,
Parnassia_fimbriata,U42809.1,,,
Parnassia_palustris,AY929353.1,AJ235552.2,EU002249.1,
Parnassia_parviflora,,,,
Paronychia_ahartii,,,,
Paspalum_distichum,,,HE575755.1,
Paxistima_myrsinites,,,,
Pectiantia_pentandra,,,,
Pectiantia_breweri,,,,
Pectiantia_ovalis,,,,
Pectis_papposa,,,AF405264.1,
Harpagonella_palmeri,,,,
Pectocarya_heterocarpa,,,,
Pectocarya_linearis,,,,
Pectocarya_penicillata,,,,
Pectocarya_peninsularis,,,,
Pectocarya_platycarpa,,,,
Pectocarya_pusilla,,,,
Pectocarya_recurvata,,,,
Pectocarya_setosa,,,,
Pedicularis_attollens,,,,
Pedicularis_bracteosa,,,,
Pedicularis_centranthera,,,,
Pedicularis_contorta,,,,
Pedicularis_crenulata,,,,
Pedicularis_densiflora,,,,
Pedicularis_dudleyi,,,,
Pedicularis_groenlandica,,HQ384706.1,HQ384818.1,
Pedicularis_howellii,,,,
Pedicularis_racemosa,U59959.1,,,
Pedicularis_semibarbata,,,,
Pediomelum_californicum,,,,
Pediomelum_castoreum,,,,
Pellaea_breweri,,,,
Pellaea_andromedifolia,,,,
Pellaea_brachyptera,,,,
Pellaea_bridgesii,,,,
Pellaea_mucronata,,,,
Pellaea_truncata,,EF452048.1,,
Penstemon_albomarginatus,,,,
Penstemon_anguineus,,,,
Penstemon_azureus,,,,
Penstemon_barnebyi,,,,
Penstemon_bicolor,,,,
Penstemon_caesius,,,,
Penstemon_calcareus,,,,
Penstemon_californicus,,,,
Penstemon_centranthifolius,,,,
Penstemon_cinicola,,,,
Penstemon_clevelandii,,,,
Penstemon_davidsonii,,,,
Penstemon_deustus,,,,
Penstemon_eatonii,,,,
Penstemon_filiformis,,,,
Penstemon_floridus,,,,
Penstemon_fruticiformis,,,,
Penstemon_gracilentus,,,,
Penstemon_grinnellii,,,,
Penstemon_heterodoxus,,,,
Penstemon_heterophyllus,,,,
Penstemon_humilis,,,,
Penstemon_incertus,,,,
Penstemon_janishiae,,,,
Penstemon_labrosus,,,,
Penstemon_laetus,,,,
Penstemon_monoensis,,,,
Penstemon_neotericus,,,,
Penstemon_newberryi,,,,
Penstemon_pahutensis,,,,
Penstemon_palmeri,,,,
Penstemon_papillatus,,,,
Penstemon_parvulus,,,,
Penstemon_patens,,,,
Penstemon_personatus,,,,
Penstemon_procerus,,,,
Penstemon_pseudospectabilis,,,,
Penstemon_purpusii,,,,
Penstemon_rattanii,,,,
Penstemon_roezlii,,,,
Penstemon_rostriflorus,,,,
Penstemon_rupicola,,,,
Penstemon_rydbergii,,,,
Penstemon_scapoides,,,,
Penstemon_speciosus,,,,
Penstemon_spectabilis,,,,
Penstemon_stephensii,,,,
Penstemon_sudans,,,,
Penstemon_thompsoniae,,,,
Penstemon_thurberi,,,,
Penstemon_tracyi,,,,
Penstemon_utahensis,,,,
Pentachaeta_alsinoides,,,,
Pentachaeta_aurea,,,,
Pentachaeta_bellidiflora,,,,
Pentachaeta_exilis,,,,
Pentachaeta_fragilis,,,,
Pentachaeta_lyonii,,,,
Rigiopappus_leptocladus,,,,
Tracyina_rostrata,,,,
Pentagramma_pallida,,,,
Pentagramma_triangularis,,EF452049.1,,
Peraphyllum_ramosissimum,,,,
Pericome_caudata,,,AF384760.3,
Perideridia_bacigalupii,,,,
Perideridia_bolanderi,,,,
Perideridia_californica,,,,
Perideridia_gairdneri,,,,
Perideridia_howellii,,,,
Perideridia_kelloggii,,,,
Perideridia_lemmonii,,,,
Perideridia_leptocarpa,,,,
Perideridia_oregana,,,,
Perideridia_parishii,,,,
Perideridia_pringlei,,,,
Cleomella_hillmanii,,,,
Peritoma_arborea,,,AY122389.1,
Peritoma_jonesii,,,,
Peritoma_lutea,,,EU373706.1,
Peritoma_platycarpa,,,,
Perityle_emoryi,,,GU817892.1,
Perityle_intricata,,,,
Perityle_inyoensis,,,,
Perityle_megalocephala,,,,
Perityle_villosa,,,,
Persicaria_amphibia,,,,
Persicaria_hydropiperoides,,,,
Persicaria_lapathifolia,,,FJ550628.1,
Persicaria_punctata,,,,
Petalonyx_linearis,,,,
Petalonyx_nitidus,AJ235989.1,AJ236232.1,AJ236262.1,
Petalonyx_thurberi,,,,
Petasites_frigidus,,,,
Peteria_thompsoniae,,,,
Petrophytum_caespitosum,,,,
Petunia_parviflora,,,,
Peucephyllum_schottii,,,AF384764.3,
Phacelia_bolanderi,,,AF047762.1,
Phacelia_hydrophylloides,,,JQ249982.1,
Phacelia_procera,,,JQ250011.1,
Phacelia_adenophora,,,JQ249940.1,
Phacelia_affinis,,,JQ249942.1,
Phacelia_bicolor,L49292.1,,AF047819.1,
Phacelia_brachyloba,,,JQ249949.1,
Phacelia_fremontii,,,JQ249967.1,
Phacelia_glandulifera,,,JQ249968.1,
Phacelia_gymnoclada,,,AF047793.1,
Phacelia_inundata,,,JQ249983.1,
Phacelia_inyoensis,,,,
Phacelia_ivesiana,,,JQ249984.1,
Phacelia_monoensis,,,JQ249993.1,
Phacelia_tetramera,,,JQ250027.1,
Phacelia_linearis,,,AF047806.1,
Phacelia_sericea,,,AF047778.1,
Phacelia_amabilis,,,,
Phacelia_anelsonii,,,,
Phacelia_coerulea,,,JQ249956.1,
Phacelia_congdonii,,,,
Phacelia_crenulata,,,JQ249959.1,
Phacelia_pedicellata,,,JQ250006.1,
Phacelia_grandiflora,,AJ504837.1,AF047818.1,
Phacelia_viscida,,,JQ250031.1,
Phacelia_calthifolia,,,,
Phacelia_neglecta,,,,
Phacelia_pachyphylla,,,JQ250000.1,
Phacelia_argentea,,,AF047810.1,
Phacelia_austromontana,,,,
Phacelia_breweri,,,,
Phacelia_californica,,,JQ249950.1,
Phacelia_corymbosa,,,,
Phacelia_curvipes,,,JQ249961.1,
Phacelia_davidsonii,,,JQ249962.1,
Phacelia_divaricata,,,JQ249964.1,
Phacelia_douglasii,,,,
Phacelia_egena,,,,
Phacelia_eisenii,,,JQ249965.1,
Phacelia_exilis,,,,
Phacelia_greenei,,,JQ249973.1,
Phacelia_grisea,,,JQ249974.1,
Phacelia_hastata,,,JQ249975.1,
Phacelia_heterophylla,,,AF047805.1,
Phacelia_humilis,,,AF047817.1,
Phacelia_imbricata,,,,
Phacelia_insularis,,,JQ249937.1,
Phacelia_leonis,,,,
Phacelia_marcescens,,,,
Phacelia_mohavensis,,,,
Phacelia_mutabilis,,,JQ249994.1,
Phacelia_nemoralis,,,JQ249998.1,
Phacelia_novenmillensis,,,JQ249999.1,
Phacelia_orogenes,,,,
Phacelia_phacelioides,,,,
Phacelia_pringlei,,,JQ250010.1,
Phacelia_purpusii,,,JQ250014.1,
Phacelia_quickii,,,,
Phacelia_racemosa,,,,
Phacelia_stebbinsii,,,JQ250022.1,
Phacelia_stellaris,,,JQ250023.1,
Phacelia_vallicola,,,,
Phacelia_barnebyana,,,,
Phacelia_cookei,,,JQ249957.1,
Phacelia_keckii,,,JQ249985.1,
Phacelia_lemmonii,,,,
Phacelia_mustelina,,,,
Phacelia_parishii,,,,
Phacelia_peirsoniana,,,,
Phacelia_perityloides,,,JQ250007.1,
Phacelia_pulchella,,,JQ250013.1,
Phacelia_rotundifolia,,,AF047779.1,
Phacelia_saxicola,,,,
Phacelia_suaveolens,,,JQ250025.1,
Phacelia_cicutaria,,,JQ249955.1,
Phacelia_ciliata,,,,
Phacelia_cryptantha,,,,
Phacelia_distans,,,JQ250026.1,
Phacelia_floribunda,,,,
Phacelia_hubbyi,,,JQ249980.1,
Phacelia_lyonii,,,,
Phacelia_malvifolia,,,,
Phacelia_platyloba,,,,
Phacelia_ramosissima,,,AF047821.1,
Phacelia_rattanii,,,,
Phacelia_tanacetifolia,,,EU599738.1,
Phacelia_thermalis,,,AF047795.1,
Phacelia_umbrosa,,,,
Phacelia_vallis-mortae,,,JQ250028.1,
Phacelia_campanularia,,,AF047786.2,
Phacelia_longipes,,,,
Phacelia_minor,,,AF047802.1,
Phacelia_nashiana,,,JQ249996.1,
Phacelia_parryi,,,JQ250003.1,
Phalacroseris_bolanderi,,,,
Phalaris_arundinacea,,,AY589121.1,
Phalaris_angusta,,,,
Phalaris_californica,,,,
Phalaris_lemmonii,,,,
Phaseolus_filiformis,,,,
Philadelphus_lewisii,AJ235984.1,AJ236231.1,AJ236254.1,
Philadelphus_microphyllus,,,,
Phleum_alpinum,,,,
Microsteris_gracilis,,,AF207984.1,
Phlox_adsurgens,,,,
Phlox_austromontana,,,,
Phlox_condensata,,,,
Phlox_diffusa,,,,
Phlox_dispersa,,,,
Phlox_dolichantha,,,,
Phlox_douglasii,,,,
Phlox_hirsuta,,,,
Phlox_hoodii,L49293.1,,,
Phlox_muscoides,,,,
Phlox_pulvinata,,,,
Phlox_speciosa,,,,
Phlox_stansburyi,,,,
Phoenicaulis_cheiranthoides,,,DQ288812.1,
Pholisma_arenarium,U59935.1,,,
Pholisma_sonorae,,,,
Pholistoma_auritum,,,AF047799.1,
Pholistoma_membranaceum,,,JQ249939.1,
Pholistoma_racemosum,,,,
Phoradendron_californicum,AF039070.1,,,
Phoradendron_bolleanum,,,,
Phoradendron_juniperinum,,,,
Phoradendron_leucarpum,X16607.1,GQ997715.1,,
Phragmites_australis,JX560314.1,EF422973.1,U21997.1,
Phyla_lanceolata,AJ236051.1,AJ236162.1,HM216766.1,
Phyla_nodiflora,,,JN686634.1,
Phyllodoce_breweri,,,HM182029.1,
Phyllodoce_empetriformis,,,DQ002379.1,
Phyllospadix_scouleri,,,,
Phyllospadix_torreyi,,,,
Physalis_acutifolia,,AM233323.1,,
Physalis_crassifolia,,AM233317.1,,
Physalis_hederifolia,,,,
Physalis_lobata,,,,
Physaria_chambersii,,,,
Physaria_cordiformis,,,,
Physaria_kingii,,,JQ323074.1,
Physaria_ludoviciana,,,,
Physaria_occidentalis,,,,
Physaria_tenella,,,JQ323082.1,
Physocarpus_alternans,,,,
Physocarpus_capitatus,,,,
Picea_breweriana,,,,
Picea_engelmannii,,,,
Picea_sitchensis,,,,
Pickeringia_montana,,,,
Pilostyles_thurberi,KJ634117.1,,,
Pilularia_americana,,DQ643288.1,,
Pinguicula_macroceras,,,,
Pinus_attenuata,,,,
Pinus_muricata,,,,
Pinus_radiata,,,,
Pinus_balfouriana,,,,
Pinus_longaeva,,,,
Pinus_edulis,,,,
Pinus_monophylla,,,,
Pinus_quadrifolia,,,,
Pinus_contorta,,,,
Pinus_coulteri,,,,
Pinus_jeffreyi,,,,
Pinus_ponderosa,,,,
Pinus_sabiniana,,,,
Pinus_torreyana,,,,
Pinus_albicaulis,,,,
Pinus_flexilis,,,,
Pinus_lambertiana,,,,
Pinus_monticola,AY527222.1,,,
Piperia_candida,,,,
Piperia_colemanii,,,,
Piperia_cooperi,,,,
Piperia_elegans,,,,
Piperia_elongata,,,,
Piperia_leptopetala,,,,
Piperia_michaelii,,,,
Piperia_transversa,,,,
Piperia_unalascensis,,,,
Piperia_yadonii,,,,
Pityopus_californicus,HQ448764.1,,,
Plagiobothrys_acanthocarpus,,,,
Plagiobothrys_arizonicus,,,,
Plagiobothrys_austiniae,,,,
Plagiobothrys_bracteatus,,,,
Plagiobothrys_canescens,,,,
Plagiobothrys_chorisianus,,,,
Plagiobothrys_cognatus,,,,
Plagiobothrys_collinus,,,,
Plagiobothrys_cusickii,,,,
Plagiobothrys_diffusus,,,,
Plagiobothrys_distantiflorus,,,,
Plagiobothrys_fulvus,,,,
Plagiobothrys_glaber,,,,
Plagiobothrys_glyptocarpus,,,,
Plagiobothrys_greenei,,,,
Plagiobothrys_hispidulus,,,,
Plagiobothrys_humistratus,,,,
Plagiobothrys_hystriculus,,,,
Plagiobothrys_infectivus,,,,
Plagiobothrys_leptocladus,,,,
Plagiobothrys_lithocaryus,,,,
Plagiobothrys_mollis,,,,
Plagiobothrys_nitens,,,,
Plagiobothrys_nothofulvus,,,,
Plagiobothrys_parishii,,,,
Plagiobothrys_reticulatus,,,,
Plagiobothrys_salsus,,,,
Plagiobothrys_scriptus,,,,
Plagiobothrys_shastensis,,,,
Plagiobothrys_stipitatus,,,,
Plagiobothrys_strictus,,,,
Plagiobothrys_tenellus,,,,
Plagiobothrys_tener,,,,
Plagiobothrys_torreyi,,,,
Plagiobothrys_trachycarpus,,,,
Plagiobothrys_uncinatus,,,,
Plagiobothrys_undulatus,,,,
Plagiobothrys_verrucosus,,,,
Amsinckia_douglasiana,,,,
Amsinckia_eastwoodiae,,,,
Amsinckia_furcata,,,,
Amsinckia_grandiflora,,,,
Amsinckia_intermedia,,,,
Amsinckia_lunaris,,,,
Amsinckia_lycopsoides,,,JQ388549.1,
Amsinckia_menziesii,,,,
Amsinckia_retrorsa,,,,
Amsinckia_spectabilis,,,,
Amsinckia_tessellata,,,KF158024.1,
Amsinckia_vernicosa,,,,
Plagiobothrys_jonesii,,,,
Plagiobothrys_kingii,,,,
Plagiobothrys_hispidus,,,,
Planodes_virginica,,,DQ288814.1,
Plantago_elongata,,,,
Plantago_erecta,,,,
Plantago_eriopoda,,,,
Plantago_maritima,,,,
Plantago_ovata,,,,
Plantago_patagonica,,,,
Plantago_rhodosperma,,,,
